kr aal
husk ily
jaunt ily
jerk ily
laz ily
loft ily
lous ily
luck ily
merr ily
mess ily
militar ily
momentar ily
nast ily
naught ily
necessar ily
nos ily
o ily
patch ily
peremptor ily
pith ily
read ily
rowd ily
sauc ily
shad ily
shak ily
shodd ily
slopp ily
sneak ily
speed ily
stead ily
stealth ily
stock ily
sulk ily
summar ily
superfam ily
sweat ily
tard ily
uneas ily
unluck ily
unwar ily
war ily
witt ily
min ima
gr ime
l ime
luncht ime
meant ime
overt ime
peacet ime
quickl ime
ragt ime
r ime
somet ime
springt ime
subl ime
teat ime
t ime
wart ime
gr imm
ult imo
 imp
l imp
p imp
w imp
br ims
excla ims
inter ims
procla ims
r ims
sw ims
tr ims
vict ims
v ims
aeg ina
concert ina
lam ina
pat ina
stam ina
beh ind
bl ind
colourbl ind
crossw ind
gr ind
headw ind
h ind
reb ind
tailw ind
unw ind
whirlw ind
w ind
wunderk ind
al ine
alp ine
am ine
beel ine
bov ine
breadl ine
br ine
can ine
carb ine
chlor ine
c ine
coca ine
crystall ine
cuis ine
datel ine
deadl ine
decl ine
d ine
dopam ine
eng ine
entw ine
epinephr ine
equ ine
erm ine
estuar ine
exam ine
fam ine
f ine
fluor ine
gaberd ine
guan ine
helpl ine
imag ine
indiscipl ine
intest ine
intrauter ine
jawl ine
landm ine
latr ine
lifel ine
mainl ine
mescal ine
mezzan ine
moonsh ine
n ine
noradrenal ine
outl ine
outsh ine
palat ine
pethid ine
pipel ine
polycrystall ine
porcup ine
pral ine
predef ine
predeterm ine
prist ine
quin ine
rav ine
redef ine
ref ine
sangu ine
sard ine
saturn ine
sh ine
s ine
snowl ine
spl ine
strychn ine
submar ine
terr ine
th ine
trampol ine
ukra ine
underm ine
vacc ine
vasel ine
v ine
abolish ing
abort ing
abound ing
abseil ing
absent ing
abus ing
accumulat ing
achiev ing
actuat ing
addl ing
adjoin ing
adopt ing
advanc ing
advertis ing
advis ing
advocat ing
affect ing
affix ing
afflict ing
agglomerat ing
agitat ing
aid ing
aim ing
air ing
alienat ing
alien ing
alin ing
allay ing
allocat ing
alternat ing
amass ing
amaz ing
ambush ing
amend ing
amputat ing
anaesthetis ing
angl ing
anneal ing
annotat ing
annull ing
answer ing
anticipat ing
anyth ing
apologis ing
appall ing
appeal ing
appeas ing
append ing
applaud ing
apply ing
apprais ing
appris ing
arbitrat ing
arc ing
array ing
arrow ing
articulat ing
ascend ing
ascertain ing
assassinat ing
assault ing
assert ing
assess ing
associat ing
assuag ing
astonish ing
atrophy ing
attend ing
attest ing
attract ing
auction ing
authenticat ing
author ing
authoris ing
avail ing
aveng ing
averag ing
avow ing
baa ing
baby ing
babysitt ing
backpedall ing
backslapp ing
backstabb ing
badger ing
bail ing
bak ing
ballbear ing
bandag ing
band ing
banish ing
baptis ing
barnstorm ing
barter ing
batch ing
bath ing
bat ing
batter ing
batt ing
battl ing
bawl ing
beach ing
beam ing
bear ing
beat ing
beaver ing
becom ing
befall ing
befitt ing
begg ing
beij ing
believ ing
bellow ing
benchmark ing
benefit ing
bestsell ing
betray ing
bevell ing
bicycl ing
billet ing
bind ing
birdwatch ing
bisect ing
black ing
blacklist ing
blam ing
blanch ing
blanket ing
blar ing
blast ing
bleep ing
bless ing
blink ing
blister ing
bloat ing
block ing
bloodlett ing
blow ing
blunt ing
bluster ing
boat ing
bogg ing
bookbind ing
bookkeep ing
boomerang ing
border ing
bor ing
boss ing
bother ing
bounc ing
bound ing
bowl ing
bowstr ing
boycott ing
brainstorm ing
brainteas ing
brainwash ing
brav ing
brawl ing
braz ing
breakfast ing
break ing
breastfeed ing
breathtak ing
bridgebuild ing
broach ing
broadcast ing
browbeat ing
brush ing
bucket ing
budd ing
budget ing
bugg ing
bump ing
bundl ing
burlesqu ing
burp ing
bury ing
busk ing
bustl ing
busy ing
button ing
buzz ing
bypass ing
cackl ing
cak ing
calibrat ing
cancell ing
cannon ing
caper ing
capitalis ing
capsiz ing
card ing
car ing
carpet ing
carry ing
cascad ing
cash ing
cas ing
castrat ing
catapult ing
catch ing
caus ing
caution ing
ced ing
ceil ing
celebrat ing
censur ing
challeng ing
characteris ing
chart ing
cheep ing
cheer ing
chew ing
chid ing
childbear ing
chirp ing
chivvy ing
choreograph ing
chronicl ing
chuck ing
churn ing
circumscrib ing
civilis ing
cladd ing
claim ing
clapp ing
clatter ing
clean ing
clear ing
click ing
cl ing
clock ing
clogg ing
clon ing
cloth ing
cloud ing
clown ing
cloy ing
cluck ing
cluster ing
coauthor ing
coax ing
cod ing
coerc ing
cogitat ing
coin ing
collar ing
collud ing
colouris ing
comment ing
commiserat ing
committ ing
compell ing
compensat ing
compet ing
compliment ing
compound ing
compromis ing
conceiv ing
concern ing
concret ing
condemn ing
condition ing
conduct ing
confiscat ing
conflict ing
confront ing
congeal ing
congest ing
conjectur ing
conjoin ing
conjur ing
connect ing
consolidat ing
consol ing
consort ing
consternat ing
construct ing
contact ing
contain ing
content ing
contest ing
continu ing
contour ing
contradict ing
contraven ing
contriv ing
controll ing
conven ing
convert ing
convuls ing
cool ing
coordinat ing
coppic ing
corner ing
correlat ing
costcutt ing
couch ing
countenanc ing
cours ing
court ing
covet ing
crackl ing
craft ing
crashland ing
crav ing
crawl ing
creat ing
criminalis ing
cring ing
crinkl ing
crippl ing
croft ing
crook ing
croon ing
cropp ing
crouch ing
crowd ing
crow ing
crown ing
crucify ing
cry ing
cuddl ing
curv ing
customis ing
cycl ing
dabb ing
dally ing
damm ing
danc ing
daunt ing
daz ing
deactivat ing
deafen ing
debat ing
debit ing
debugg ing
decapitat ing
decelerat ing
decid ing
deck ing
declin ing
decompos ing
decontaminat ing
decoupl ing
decoy ing
decree ing
deduc ing
deepen ing
deerstalk ing
defam ing
defecat ing
defect ing
defin ing
deform ing
dehumanis ing
delet ing
delight ing
delineat ing
demarcat ing
demonstrat ing
denatur ing
denigrat ing
deny ing
deport ing
deposit ing
deprecat ing
depriv ing
deputis ing
descend ing
designat ing
desist ing
despis ing
detail ing
determin ing
deterr ing
detest ing
develop ing
devis ing
devot ing
diagonalis ing
dial ing
diall ing
dic ing
digitis ing
digress ing
dilut ing
dimm ing
dirty ing
disappoint ing
disassociat ing
disavow ing
disband ing
disbeliev ing
disclos ing
disconnect ing
discuss ing
disenfranchis ing
disestablish ing
disgorg ing
disgrac ing
disguis ing
dishearten ing
disinfect ing
disown ing
displac ing
disprov ing
disput ing
disqualify ing
disrob ing
disrupt ing
dissatisfy ing
dissect ing
dissent ing
distanc ing
distort ing
ditch ing
dither ing
divest ing
dodg ing
doff ing
do ing
domineer ing
donn ing
doodl ing
doom ing
dop ing
dot ing
doublecross ing
doubl ing
dowell ing
download ing
doz ing
draft ing
dragg ing
dramatis ing
drap ing
dream ing
dressmak ing
drink ing
drivell ing
driv ing
dron ing
drool ing
droop ing
dry ing
dumfound ing
dumpl ing
dur ing
dwarf ing
dwindl ing
dy ing
earmark ing
earsplitt ing
earthshatter ing
eas ing
easygo ing
eclips ing
economis ing
edit ing
educat ing
elbow ing
electrolys ing
elicit ing
elucidat ing
embark ing
embarrass ing
embroil ing
emerg ing
emigrat ing
encas ing
encipher ing
encircl ing
encod ing
encroach ing
encrust ing
encrypt ing
endanger ing
endors ing
enervat ing
enfold ing
engross ing
engulf ing
enjoin ing
enlist ing
ennobl ing
enquir ing
enrag ing
entail ing
entangl ing
entreat ing
entrust ing
entwin ing
enunciat ing
equat ing
equipp ing
evad ing
evangelis ing
even ing
event ing
everlast ing
evert ing
exaggerat ing
exalt ing
examin ing
exceed ing
except ing
excis ing
excit ing
excommunicat ing
excruciat ing
exhibit ing
exist ing
expect ing
expedit ing
experienc ing
explod ing
exploit ing
export ing
expound ing
express ing
exterminat ing
factor ing
fad ing
faint ing
falsify ing
familiaris ing
fann ing
far ing
farreach ing
fascinat ing
fast ing
fatten ing
fault ing
fear ing
feather ing
feign ing
ferret ing
fibrillat ing
fiddl ing
fidget ing
field ing
figur ing
fil ing
fill ing
filter ing
find ing
finetun ing
fingerprint ing
firebomb ing
firefight ing
fish ing
fitt ing
fix ing
fizz ing
flagg ing
flak ing
flank ing
flar ing
flavour ing
fledgel ing
fleet ing
fl ing
flipp ing
flock ing
floodlight ing
flounc ing
flounder ing
flout ing
flower ing
flow ing
fluoresc ing
foal ing
foam ing
foil ing
fold ing
football ing
foot ing
forbear ing
foreground ing
foreshorten ing
forgiv ing
fornicat ing
forwardlook ing
fossilis ing
found ing
foxhunt ing
fox ing
fractur ing
frank ing
free ing
freestand ing
freewheel ing
freez ing
frett ing
frighten ing
frisk ing
fritter ing
froth ing
frown ing
frustrat ing
fudg ing
fuell ing
fulfill ing
fum ing
fundrais ing
furnish ing
fus ing
gall ing
gallivant ing
gang ing
gangl ing
gash ing
gatecrash ing
gather ing
gat ing
gaug ing
gawk ing
gaz ing
gear ing
geld ing
generalis ing
gentrify ing
gestat ing
gestur ing
gibber ing
gild ing
gird ing
glar ing
glean ing
glimmer ing
glimps ing
glint ing
gloam ing
gloat ing
globetrott ing
glower ing
gnash ing
goalkeep ing
golf ing
goof ing
gorg ing
gosl ing
gossip ing
goug ing
grac ing
graduat ing
grant ing
gratify ing
grinn ing
grip ing
grovell ing
grow ing
grudg ing
gruel ing
grumbl ing
guess ing
guest ing
guid ing
gunn ing
gurgl ing
habitform ing
hail ing
hairsplitt ing
hamstr ing
hand ing
handshak ing
harden ing
harmonis ing
harrow ing
harry ing
harvest ing
hat ing
haunt ing
hawk ing
hazard ing
hearken ing
heartsearch ing
heartwarm ing
heat ing
heckl ing
hedg ing
hemm ing
herald ing
herd ing
herr ing
hesitat ing
hew ing
hid ing
hillwalk ing
hirel ing
hir ing
hiss ing
hitt ing
hoard ing
hobbl ing
hoe ing
hogg ing
hoist ing
homecom ing
honeycomb ing
hoodwink ing
hoover ing
host ing
hous ing
howl ing
hugg ing
humiliat ing
hurl ing
hurry ing
hurt ing
hush ing
hyperventilat ing
hyphenat ing
identify ing
ignor ing
imag ing
imitat ing
immers ing
immigrat ing
impact ing
impal ing
imping ing
implicat ing
implor ing
impos ing
improv ing
inaugurat ing
inbreed ing
incarcerat ing
incens ing
incinerat ing
incom ing
incriminat ing
incurr ing
indict ing
indoctrinat ing
indulg ing
industrialis ing
inferr ing
infight ing
infiltrat ing
inflam ing
influenc ing
infring ing
infus ing
ingest ing
ingo ing
inhal ing
initialis ing
ink ing
insert ing
insist ing
inspir ing
instantiat ing
instigat ing
institut ing
institutionalis ing
instruct ing
intensify ing
interact ing
interbreed ing
interced ing
intercept ing
interlac ing
intermingl ing
internalis ing
interrogat ing
interrupt ing
intersect ing
intertwin ing
interven ing
intimat ing
intimidat ing
intrigu ing
intrud ing
invad ing
inveigl ing
invent ing
investigat ing
invigilat ing
invoic ing
involv ing
ionis ing
iron ing
irradiat ing
irritat ing
itch ing
itemis ing
jabber ing
jarr ing
jaywalk ing
jeer ing
jeopardis ing
jetsett ing
jett ing
jettison ing
jilt ing
jingl ing
jogg ing
joint ing
jolt ing
jostl ing
journey ing
justify ing
kern ing
keyr ing
kidnapp ing
kill ing
kiss ing
kneel ing
knif ing
knitt ing
knott ing
lack ing
lambast ing
lamb ing
lament ing
lanc ing
landhold ing
landown ing
languish ing
lark ing
lash ing
lay ing
leaf ing
lean ing
leapfrogg ing
leas ing
legalis ing
legg ing
legislat ing
legitimat ing
lessen ing
lever ing
levitat ing
liberalis ing
lick ing
lifetak ing
lift ing
ligatur ing
lightn ing
lik ing
lilt ing
lipread ing
liquidis ing
litigat ing
lobby ing
lobotomis ing
localis ing
locat ing
lock ing
loiter ing
longlast ing
look ing
loot ing
lop ing
loung ing
lugg ing
lur ing
lust ing
luxuriat ing
madden ing
maim ing
mann ing
manoeuvr ing
mantl ing
maraud ing
march ing
market ing
mark ing
marry ing
marvell ing
mash ing
mask ing
masquerad ing
massacr ing
massproduc ing
master ing
mat ing
matter ing
maul ing
mean ing
meditat ing
meet ing
menac ing
metalwork ing
mideven ing
milk ing
mimick ing
mim ing
mindboggl ing
mingl ing
min ing
minister ing
miscarry ing
misdeal ing
misgiv ing
mishandl ing
misplac ing
misrepresent ing
misspell ing
mistreat ing
mistyp ing
misunderstand ing
mix ing
moan ing
moderat ing
modify ing
modulat ing
moisturis ing
monitor ing
mopp ing
moralis ing
mortify ing
mother ing
motivat ing
motorcycl ing
mourn ing
mouth ing
muddy ing
mull ing
multiprocess ing
multiprogramm ing
mumbl ing
munch ing
mus ing
muster ing
mut ing
muzzl ing
nail ing
namecall ing
nam ing
nationalis ing
neaten ing
need ing
neglect ing
neighbour ing
network ing
neuter ing
neverend ing
ngo ing
nick ing
nipp ing
nodd ing
nogg ing
noth ing
not ing
nudg ing
nurs ing
obscur ing
observ ing
obstruct ing
obtrud ing
occasion ing
occupy ing
offer ing
officiat ing
ogl ing
omitt ing
ooz ing
open ing
oppos ing
optimis ing
orbit ing
orchestrat ing
orienteer ing
outgrow ing
outlaw ing
outlin ing
outpac ing
outputt ing
outrag ing
outsourc ing
outstand ing
outweigh ing
outwitt ing
overcom ing
overdos ing
overestimat ing
overgraz ing
overhang ing
overheat ing
overload ing
overprint ing
overrunn ing
overshadow ing
overshoot ing
overstat ing
overstepp ing
overstock ing
overtak ing
overwhelm ing
ow ing
oxidis ing
pacify ing
padd ing
paginat ing
palm ing
palpitat ing
pander ing
pann ing
parachut ing
paraglid ing
parallel ing
parcell ing
parent ing
parody ing
pars ing
part ing
partner ing
pastur ing
patronis ing
patter ing
pattern ing
paus ing
pawn ing
peal ing
peep ing
peer ing
pegg ing
pek ing
penalis ing
pencill ing
penetrat ing
pension ing
perch ing
percolat ing
perform ing
perfum ing
perish ing
permitt ing
perpetrat ing
perpetuat ing
perplex ing
persecut ing
persever ing
persist ing
personalis ing
personify ing
persuad ing
pertain ing
perturb ing
perus ing
petrify ing
pett ing
phon ing
picket ing
pickpocket ing
piec ing
pil ing
pitch ing
pivot ing
plagu ing
plan ing
plann ing
plant ing
plaster ing
play ing
playth ing
plopp ing
plough ing
pluck ing
plum ing
plummet ing
plump ing
plung ing
pluralis ing
poach ing
pok ing
polic ing
poll ing
ponder ing
popp ing
populat ing
portend ing
portray ing
post ing
postpon ing
pott ing
pout ing
powder ing
power ing
pranc ing
predict ing
predispos ing
predominat ing
preen ing
prefac ing
prejudic ing
preoccupy ing
press ing
pressuris ing
presum ing
prevail ing
prevent ing
preview ing
pric ing
prick ing
pris ing
procrastinat ing
procur ing
prodd ing
proffer ing
profil ing
profiteer ing
profit ing
profittak ing
proliferat ing
promot ing
proof ing
prophesy ing
propound ing
prospect ing
prostrat ing
protrud ing
provision ing
prun ing
pry ing
publicis ing
puk ing
pull ing
pulveris ing
pummell ing
punctur ing
punish ing
purchas ing
purg ing
purpos ing
pursu ing
purvey ing
push ing
puzzl ing
quadrupl ing
qualify ing
quell ing
query ing
question ing
queue ing
quiet ing
quisl ing
quitt ing
quiver ing
quizz ing
quot ing
rack ing
radio ing
raid ing
rain ing
rak ing
rambl ing
ramm ing
ranch ing
randomis ing
ransack ing
ransom ing
rant ing
rapp ing
ratify ing
ravag ing
reacquaint ing
reactivat ing
readjust ing
ready ing
reapply ing
reapprais ing
rear ing
reassembl ing
rebound ing
recalibrat ing
recant ing
reced ing
recit ing
reclassify ing
recoil ing
recommission ing
reconcil ing
recondition ing
reconnoitr ing
reconsider ing
reconstruct ing
reconsult ing
recordbreak ing
recoup ing
recover ing
recreat ing
recuperat ing
recur ing
recurr ing
redecorat ing
redevelop ing
redistribut ing
redoubl ing
redraft ing
reduc ing
refill ing
refin ing
reformulat ing
refuell ing
refund ing
regal ing
regenerat ing
register ing
regrad ing
regrett ing
regroup ing
rehabilitat ing
rehous ing
reinitialis ing
reinstall ing
reintroduc ing
reissu ing
rejoic ing
rejoin ing
relat ing
relax ing
releas ing
relight ing
rely ing
remainder ing
remain ing
remaster ing
rematch ing
remind ing
reminisc ing
remodell ing
rend ing
renew ing
reopen ing
repaint ing
repair ing
repartition ing
repent ing
replann ing
replant ing
replay ing
reply ing
repos ing
reposition ing
repossess ing
reprocess ing
rerunn ing
rescal ing
rescann ing
research ing
resell ing
resembl ing
resett ing
resid ing
resist ing
resonat ing
resound ing
respect ing
respond ing
restart ing
restat ing
result ing
resurrect ing
retard ing
retell ing
retort ing
retract ing
retrain ing
retreat ing
retry ing
return ing
revell ing
reveng ing
rever ing
review ing
revivify ing
rework ing
rhym ing
ricochet ing
rifl ing
rift ing
rigg ing
right ing
r ing
ripen ing
ripp ing
robb ing
rock ing
roister ing
rollerskat ing
rop ing
rotat ing
round ing
route ing
rubberstamp ing
ruffl ing
rul ing
rumbl ing
rumpl ing
runn ing
rush ing
sadden ing
safeguard ing
sagg ing
sapp ing
sat ing
satiris ing
scald ing
scal ing
scar ing
scath ing
schedul ing
school ing
scoot ing
scourg ing
scrabbl ing
scrap ing
scrawl ing
scream ing
screech ing
screen ing
scrib ing
scriptwrit ing
scrutinis ing
scudd ing
sculpt ing
scurry ing
scuttl ing
seafar ing
search ing
season ing
seced ing
second ing
secur ing
seep ing
segregat ing
selfgovern ing
semaphor ing
separat ing
sequenc ing
serialis ing
sever ing
sex ing
shaft ing
sham ing
sharpen ing
shatter ing
shear ing
shell ing
shelv ing
shift ing
shipbuild ing
shock ing
shoo ing
shoplift ing
shortcircuit ing
shorten ing
shovell ing
shov ing
shower ing
shrink ing
shroud ing
shrugg ing
shudder ing
shutt ing
shuttl ing
sibl ing
sid ing
sigh ing
sightsee ing
signall ing
signify ing
silenc ing
silt ing
silver ing
sink ing
sinn ing
siphon ing
sitt ing
sketch ing
skimm ing
skimp ing
skinn ing
skirmish ing
skirt ing
skulk ing
slacken ing
slamm ing
slander ing
slash ing
slaughter ing
slav ing
sledd ing
sl ing
slitt ing
slouch ing
slough ing
slurp ing
slurr ing
smack ing
smear ing
smelt ing
smit ing
smooth ing
smoulder ing
smuggl ing
snapp ing
snatch ing
sneer ing
sneez ing
snipp ing
snubb ing
snuff ing
soar ing
soil ing
solicit ing
somersault ing
soothsay ing
sort ing
spar ing
sparr ing
speculat ing
spellbind ing
spik ing
spinechill ing
spirall ing
splash ing
splinter ing
spool ing
spoon ing
sprain ing
spread ing
spr ing
sprint ing
spruc ing
spurt ing
sputter ing
squatt ing
squeez ing
squirm ing
stabilis ing
staff ing
stagger ing
stag ing
stain ing
stammer ing
stamped ing
stamp ing
stapl ing
stay ing
steadygo ing
steepen ing
steeplechas ing
stemm ing
sterilis ing
stick ing
stifl ing
still ing
stink ing
stipulat ing
stirr ing
stitch ing
stockbrok ing
stockpil ing
stocktak ing
stomp ing
ston ing
storytell ing
straddl ing
straf ing
strand ing
strapp ing
streak ing
stress ing
strid ing
str ing
stripl ing
striv ing
strok ing
stropp ing
stubb ing
stump ing
stunt ing
stupefy ing
styl ing
subdivid ing
submerg ing
subtend ing
subvert ing
succumb ing
suffocat ing
sugar ing
summaris ing
summ ing
summon ing
sunbath ing
sunk ing
supercomput ing
supercool ing
supplement ing
suppos ing
surf ing
surg ing
surmount ing
surpass ing
survey ing
suspect ing
suspend ing
swashbuckl ing
swatt ing
sway ing
sweep ing
sweeten ing
swill ing
swindl ing
sw ing
swirl ing
swoon ing
symmetris ing
syphon ing
tabl ing
tack ing
taint ing
tam ing
target ing
tarnish ing
tarry ing
taunt ing
taxi ing
taxpay ing
tear ing
teeth ing
telegraph ing
televis ing
tempt ing
tender ing
terminat ing
terrac ing
terroris ing
testdriv ing
thanksgiv ing
thatch ing
thicken ing
thirst ing
thoughtprovok ing
thrash ing
thudd ing
thwart ing
tickl ing
tighten ing
till ing
tint ing
tippl ing
tir ing
tith ing
titillat ing
toast ing
toll ing
ton ing
tool ing
toppl ing
torment ing
totalis ing
totter ing
touch ing
towell ing
tow ing
train ing
transcrib ing
translat ing
transliterat ing
transmitt ing
transport ing
trapp ing
travell ing
travers ing
tread ing
triangulat ing
trick ing
trimm ing
tripl ing
triumph ing
troubleshoot ing
troubl ing
trounc ing
